timestamp,power_kW
2026-06-01 15:00:00,0.0964
2026-06-01 15:15:00,0.1054
2026-06-01 15:30:00,0.1665
2026-06-01 15:45:00,0.1805
2026-06-01 16:00:00,0.1997
2026-06-01 16:15:00,0.1688
2026-06-01 16:30:00,0.2013
2026-06-01 16:45:00,0.2507
2026-06-01 17:00:00,0.3439
2026-06-01 17:15:00,0.3948
2026-06-01 17:30:00,0.4584
2026-06-01 17:45:00,0.4791
2026-06-01 18:00:00,0.6922
2026-06-01 18:15:00,1.3511
2026-06-01 18:30:00,1.2606
2026-06-01 18:45:00,0.7848
2026-06-01 19:00:00,0.7447
2026-06-01 19:15:00,0.7941
2026-06-01 19:30:00,1.1474
2026-06-01 19:45:00,0.949
2026-06-01 20:00:00,0.6436
2026-06-01 20:15:00,0.5755
2026-06-01 20:30:00,0.83
2026-06-01 20:45:00,1.1138
2026-06-01 21:00:00,0.5545
2026-06-01 21:15:00,0.2715
2026-06-01 21:30:00,0.2684
2026-06-01 21:45:00,0.2349
2026-06-01 22:00:00,0.2064
2026-06-01 22:15:00,0.1371
2026-06-01 22:30:00,0.1173
2026-06-01 22:45:00,0.1049
2026-06-01 23:00:00,0.1495
2026-06-01 23:15:00,0.1354
2026-06-01 23:30:00,0.134
2026-06-01 23:45:00,0.0835
2026-06-02 00:00:00,0.1369
2026-06-02 00:15:00,0.1358
2026-06-02 00:30:00,0.083
2026-06-02 00:45:00,0.0781
2026-06-02 01:00:00,0.0868
2026-06-02 01:15:00,0.0834
2026-06-02 01:30:00,0.1358
2026-06-02 01:45:00,0.1346
2026-06-02 02:00:00,0.0956
2026-06-02 02:15:00,0.085
2026-06-02 02:30:00,0.0805
2026-06-02 02:45:00,0.0875
2026-06-02 03:00:00,0.1357
2026-06-02 03:15:00,0.1423
2026-06-02 03:30:00,0.0912
2026-06-02 03:45:00,0.0886
2026-06-02 04:00:00,0.0952
2026-06-02 04:15:00,0.0806
2026-06-02 04:30:00,0.1337
2026-06-02 04:45:00,0.1371
2026-06-02 05:00:00,0.1038
2026-06-02 05:15:00,0.122
2026-06-02 05:30:00,0.1776
2026-06-02 05:45:00,0.2448
2026-06-02 06:00:00,0.39
2026-06-02 06:15:00,0.5245
2026-06-02 06:30:00,0.6268
2026-06-02 06:45:00,0.7558
2026-06-02 07:00:00,0.8415
2026-06-02 07:15:00,0.8578
2026-06-02 07:30:00,0.8313
2026-06-02 07:45:00,0.7085
2026-06-02 08:00:00,0.5131
2026-06-02 08:15:00,0.3894
2026-06-02 08:30:00,0.2695
2026-06-02 08:45:00,0.1901
2026-06-02 09:00:00,0.1852
2026-06-02 09:15:00,0.1589
2026-06-02 09:30:00,0.1032
2026-06-02 09:45:00,0.0914
2026-06-02 10:00:00,0.0869
2026-06-02 10:15:00,0.0809
2026-06-02 10:30:00,0.1249
2026-06-02 10:45:00,0.1317
2026-06-02 11:00:00,0.0861
2026-06-02 11:15:00,0.0966
2026-06-02 11:30:00,0.0872
2026-06-02 11:45:00,0.0921
2026-06-02 12:00:00,0.1316
2026-06-02 12:15:00,0.1276
2026-06-02 12:30:00,0.0809
2026-06-02 12:45:00,0.0823
2026-06-02 13:00:00,0.0987
2026-06-02 13:15:00,0.0818
2026-06-02 13:30:00,0.1396
2026-06-02 13:45:00,0.1298
2026-06-02 14:00:00,0.0929
2026-06-02 14:15:00,0.0908
2026-06-02 14:30:00,0.0894
2026-06-02 14:45:00,0.0931
2026-06-02 15:00:00,0.1424
2026-06-02 15:15:00,0.1564
2026-06-02 15:30:00,0.1149
2026-06-02 15:45:00,0.1275
2026-06-02 16:00:00,0.1513
2026-06-02 16:15:00,0.1925
2026-06-02 16:30:00,0.2916
2026-06-02 16:45:00,0.3374
2026-06-02 17:00:00,0.3527
2026-06-02 17:15:00,0.4298
2026-06-02 17:30:00,0.5177
2026-06-02 17:45:00,0.5968
2026-06-02 18:00:00,0.7413
2026-06-02 18:15:00,1.0343
2026-06-02 18:30:00,1.2489
2026-06-02 18:45:00,0.9847
2026-06-02 19:00:00,0.8805
2026-06-02 19:15:00,0.8612
2026-06-02 19:30:00,0.8776
2026-06-02 19:45:00,0.843
2026-06-02 20:00:00,0.741
2026-06-02 20:15:00,0.9086
2026-06-02 20:30:00,1.2882
2026-06-02 20:45:00,0.7789
2026-06-02 21:00:00,0.6721
2026-06-02 21:15:00,0.9366
2026-06-02 21:30:00,0.4763
2026-06-02 21:45:00,0.2203
2026-06-02 22:00:00,0.1736
2026-06-02 22:15:00,0.1444
2026-06-02 22:30:00,0.175
2026-06-02 22:45:00,0.167
2026-06-02 23:00:00,0.102
2026-06-02 23:15:00,0.0991
2026-06-02 23:30:00,0.0798
2026-06-02 23:45:00,0.089
2026-06-03 00:00:00,0.0954
2026-06-03 00:15:00,0.1003
2026-06-03 00:30:00,0.0911
2026-06-03 00:45:00,0.0878
2026-06-03 01:00:00,0.1418
2026-06-03 01:15:00,0.1447
2026-06-03 01:30:00,0.0931
2026-06-03 01:45:00,0.0854
2026-06-03 02:00:00,0.0926
2026-06-03 02:15:00,0.0935
2026-06-03 02:30:00,0.1587
2026-06-03 02:45:00,0.1547
2026-06-03 03:00:00,0.0868
2026-06-03 03:15:00,0.0903
2026-06-03 03:30:00,0.0831
2026-06-03 03:45:00,0.0884
2026-06-03 04:00:00,0.1451
2026-06-03 04:15:00,0.1506
2026-06-03 04:30:00,0.0876
2026-06-03 04:45:00,0.0881
2026-06-03 05:00:00,0.0792
2026-06-03 05:15:00,0.092
2026-06-03 05:30:00,0.1396
2026-06-03 05:45:00,0.1478
2026-06-03 06:00:00,0.1061
2026-06-03 06:15:00,0.1351
2026-06-03 06:30:00,0.1702
2026-06-03 06:45:00,0.2475
2026-06-03 07:00:00,0.4319
2026-06-03 07:15:00,0.5544
2026-06-03 07:30:00,0.6632
2026-06-03 07:45:00,0.8261
2026-06-03 08:00:00,0.9297
2026-06-03 08:15:00,0.9283
2026-06-03 08:30:00,0.9279
2026-06-03 08:45:00,0.8112
2026-06-03 09:00:00,0.6138
2026-06-03 09:15:00,0.4418
2026-06-03 09:30:00,0.3152
2026-06-03 09:45:00,0.2254
2026-06-03 10:00:00,0.2127
2026-06-03 10:15:00,0.1724
2026-06-03 10:30:00,0.1047
2026-06-03 10:45:00,0.0888
2026-06-03 11:00:00,0.0924
2026-06-03 11:15:00,0.091
2026-06-03 11:30:00,0.1448
2026-06-03 11:45:00,0.1398
2026-06-03 12:00:00,0.095
2026-06-03 12:15:00,0.0983
2026-06-03 12:30:00,0.093
2026-06-03 12:45:00,0.0942
2026-06-03 13:00:00,0.1435
2026-06-03 13:15:00,0.1432
2026-06-03 13:30:00,0.0877
2026-06-03 13:45:00,0.094
2026-06-03 14:00:00,0.0916
2026-06-03 14:15:00,0.1051
2026-06-03 14:30:00,0.1533
2026-06-03 14:45:00,0.1464
2026-06-03 15:00:00,0.0889
2026-06-03 15:15:00,0.0881
2026-06-03 15:30:00,0.1044
2026-06-03 15:45:00,0.1024
2026-06-03 16:00:00,0.1608
2026-06-03 16:15:00,0.1562
2026-06-03 16:30:00,0.135
2026-06-03 16:45:00,0.1516
2026-06-03 17:00:00,0.1688
2026-06-03 17:15:00,0.2085
2026-06-03 17:30:00,0.3098
2026-06-03 17:45:00,0.3644
2026-06-03 18:00:00,0.3771
2026-06-03 18:15:00,0.4813
2026-06-03 18:30:00,0.9341
2026-06-03 18:45:00,1.6334
2026-06-03 19:00:00,1.7316
2026-06-03 19:15:00,1.1068
2026-06-03 19:30:00,0.8077
2026-06-03 19:45:00,0.8177
2026-06-03 20:00:00,0.8219
2026-06-03 20:15:00,0.7985
2026-06-03 20:30:00,0.8089
2026-06-03 20:45:00,0.9201
2026-06-03 21:00:00,1.1181
2026-06-03 21:15:00,0.7449
2026-06-03 21:30:00,0.4935
2026-06-03 21:45:00,0.3988
2026-06-03 22:00:00,0.3832
2026-06-03 22:15:00,0.318
2026-06-03 22:30:00,0.2225
2026-06-03 22:45:00,0.1938
2026-06-03 23:00:00,0.1599
2026-06-03 23:15:00,0.1453
2026-06-03 23:30:00,0.1779
2026-06-03 23:45:00,0.163
2026-06-04 00:00:00,0.1544
2026-06-04 00:15:00,0.1477
2026-06-04 00:30:00,0.1336
2026-06-04 00:45:00,0.0917
2026-06-04 01:00:00,0.0849
2026-06-04 01:15:00,0.0889
2026-06-04 01:30:00,0.1525
2026-06-04 01:45:00,0.1472
2026-06-04 02:00:00,0.139
2026-06-04 02:15:00,0.0859
2026-06-04 02:30:00,0.0923
2026-06-04 02:45:00,0.0846
2026-06-04 03:00:00,0.1391
2026-06-04 03:15:00,0.1452
2026-06-04 03:30:00,0.1504
2026-06-04 03:45:00,0.0958
2026-06-04 04:00:00,0.0781
2026-06-04 04:15:00,0.0942
2026-06-04 04:30:00,0.1444
2026-06-04 04:45:00,0.148
2026-06-04 05:00:00,0.1594
2026-06-04 05:15:00,0.0953
2026-06-04 05:30:00,0.1255
2026-06-04 05:45:00,0.1739
2026-06-04 06:00:00,0.2832
2026-06-04 06:15:00,0.4121
2026-06-04 06:30:00,0.5544
2026-06-04 06:45:00,0.6812
2026-06-04 07:00:00,0.8447
2026-06-04 07:15:00,0.9852
2026-06-04 07:30:00,1.0959
2026-06-04 07:45:00,1.0588
2026-06-04 08:00:00,0.9457
2026-06-04 08:15:00,0.7303
2026-06-04 08:30:00,0.5456
2026-06-04 08:45:00,0.3911
2026-06-04 09:00:00,0.3202
2026-06-04 09:15:00,0.2412
2026-06-04 09:30:00,0.196
2026-06-04 09:45:00,0.1062
2026-06-04 10:00:00,0.0996
2026-06-04 10:15:00,0.1042
2026-06-04 10:30:00,0.1397
2026-06-04 10:45:00,0.1385
2026-06-04 11:00:00,0.1446
2026-06-04 11:15:00,0.0973
2026-06-04 11:30:00,0.0922
2026-06-04 11:45:00,0.1003
2026-06-04 12:00:00,0.1485
2026-06-04 12:15:00,0.1484
2026-06-04 12:30:00,0.1467
2026-06-04 12:45:00,0.1064
2026-06-04 13:00:00,0.0909
2026-06-04 13:15:00,0.0799
2026-06-04 13:30:00,0.1533
2026-06-04 13:45:00,0.1409
2026-06-04 14:00:00,0.1447
2026-06-04 14:15:00,0.1017
2026-06-04 14:30:00,0.0851
2026-06-04 14:45:00,0.0896
2026-06-04 15:00:00,0.1424
2026-06-04 15:15:00,0.1535
2026-06-04 15:30:00,0.1705
2026-06-04 15:45:00,0.1341
2026-06-04 16:00:00,0.1531
2026-06-04 16:15:00,0.1713
2026-06-04 16:30:00,0.2551
2026-06-04 16:45:00,0.3187
2026-06-04 17:00:00,0.3759
2026-06-04 17:15:00,0.402
2026-06-04 17:30:00,0.4841
2026-06-04 17:45:00,0.5671
2026-06-04 18:00:00,0.71
2026-06-04 18:15:00,0.8225
2026-06-04 18:30:00,1.203
2026-06-04 18:45:00,1.3617
2026-06-04 19:00:00,1.0029
2026-06-04 19:15:00,0.9085
2026-06-04 19:30:00,0.9433
2026-06-04 19:45:00,0.9352
2026-06-04 20:00:00,1.184
2026-06-04 20:15:00,1.4571
2026-06-04 20:30:00,1.5871
2026-06-04 20:45:00,0.847
2026-06-04 21:00:00,0.5025
2026-06-04 21:15:00,0.4143
2026-06-04 21:30:00,0.3455
2026-06-04 21:45:00,0.233
2026-06-04 22:00:00,0.1983
2026-06-04 22:15:00,0.1727
2026-06-04 22:30:00,0.1922
2026-06-04 22:45:00,0.1773
2026-06-04 23:00:00,0.1705
2026-06-04 23:15:00,0.1127
2026-06-04 23:30:00,0.099
2026-06-04 23:45:00,0.1046
2026-06-05 00:00:00,0.0908
2026-06-05 00:15:00,0.1312
2026-06-05 00:30:00,0.1481
2026-06-05 00:45:00,0.0879
2026-06-05 01:00:00,0.0883
2026-06-05 01:15:00,0.085
2026-06-05 01:30:00,0.0876
2026-06-05 01:45:00,0.145
2026-06-05 02:00:00,0.1413
2026-06-05 02:15:00,0.0936
2026-06-05 02:30:00,0.0938
2026-06-05 02:45:00,0.0996
2026-06-05 03:00:00,0.0895
2026-06-05 03:15:00,0.1334
2026-06-05 03:30:00,0.1489
2026-06-05 03:45:00,0.0895
2026-06-05 04:00:00,0.0984
2026-06-05 04:15:00,0.094
2026-06-05 04:30:00,0.0912
2026-06-05 04:45:00,0.1458
2026-06-05 05:00:00,0.1581
2026-06-05 05:15:00,0.1141
2026-06-05 05:30:00,0.1156
2026-06-05 05:45:00,0.1436
2026-06-05 06:00:00,0.1984
2026-06-05 06:15:00,0.316
2026-06-05 06:30:00,0.4332
2026-06-05 06:45:00,0.5145
2026-06-05 07:00:00,0.6559
2026-06-05 07:15:00,0.7644
2026-06-05 07:30:00,0.823
2026-06-05 07:45:00,0.8647
2026-06-05 08:00:00,0.7965
2026-06-05 08:15:00,0.6278
2026-06-05 08:30:00,0.4885
2026-06-05 08:45:00,0.3709
2026-06-05 09:00:00,0.2611
2026-06-05 09:15:00,0.2264
2026-06-05 09:30:00,0.1895
2026-06-05 09:45:00,0.1095
2026-06-05 10:00:00,0.0982
2026-06-05 10:15:00,0.0958
2026-06-05 10:30:00,0.0964
2026-06-05 10:45:00,0.1407
2026-06-05 11:00:00,0.149
2026-06-05 11:15:00,0.0846
2026-06-05 11:30:00,0.0916
2026-06-05 11:45:00,0.1074
2026-06-05 12:00:00,0.0929
2026-06-05 12:15:00,0.1512
2026-06-05 12:30:00,0.143
2026-06-05 12:45:00,0.0951
2026-06-05 13:00:00,0.0912
2026-06-05 13:15:00,0.0906
2026-06-05 13:30:00,0.0869
2026-06-05 13:45:00,0.1453
2026-06-05 14:00:00,0.1377
2026-06-05 14:15:00,0.0964
2026-06-05 14:30:00,0.0997
2026-06-05 14:45:00,0.0966
2026-06-05 15:00:00,0.0948
2026-06-05 15:15:00,0.1537
2026-06-05 15:30:00,0.1546
2026-06-05 15:45:00,0.1199
2026-06-05 16:00:00,0.1154
2026-06-05 16:15:00,0.1422
2026-06-05 16:30:00,0.1561
2026-06-05 16:45:00,0.2414
2026-06-05 17:00:00,0.2984
2026-06-05 17:15:00,0.2924
2026-06-05 17:30:00,0.3382
2026-06-05 17:45:00,0.4342
2026-06-05 18:00:00,0.8074
2026-06-05 18:15:00,1.0329
2026-06-05 18:30:00,0.7425
2026-06-05 18:45:00,0.8417
2026-06-05 19:00:00,1.3068
2026-06-05 19:15:00,0.9706
2026-06-05 19:30:00,0.6788
2026-06-05 19:45:00,0.6961
2026-06-05 20:00:00,0.6603
2026-06-05 20:15:00,0.5578
2026-06-05 20:30:00,0.5044
2026-06-05 20:45:00,0.439
2026-06-05 21:00:00,0.3788
2026-06-05 21:15:00,0.3632
2026-06-05 21:30:00,0.321
2026-06-05 21:45:00,0.2305
2026-06-05 22:00:00,0.1787
2026-06-05 22:15:00,0.1512
2026-06-05 22:30:00,0.1438
2026-06-05 22:45:00,0.1702
2026-06-05 23:00:00,0.1694
2026-06-05 23:15:00,0.1002
2026-06-05 23:30:00,0.1072
2026-06-05 23:45:00,0.0962
2026-06-06 00:00:00,0.0938
2026-06-06 00:15:00,0.0878
2026-06-06 00:30:00,0.0935
2026-06-06 00:45:00,0.1006
2026-06-06 01:00:00,0.1527
2026-06-06 01:15:00,0.1523
2026-06-06 01:30:00,0.0979
2026-06-06 01:45:00,0.1003
2026-06-06 02:00:00,0.0923
2026-06-06 02:15:00,0.1036
2026-06-06 02:30:00,0.1583
2026-06-06 02:45:00,0.1565
2026-06-06 03:00:00,0.1026
2026-06-06 03:15:00,0.1009
2026-06-06 03:30:00,0.1124
2026-06-06 03:45:00,0.0984
2026-06-06 04:00:00,0.1521
2026-06-06 04:15:00,0.1495
2026-06-06 04:30:00,0.0937
2026-06-06 04:45:00,0.0954
2026-06-06 05:00:00,0.1054
2026-06-06 05:15:00,0.1281
2026-06-06 05:30:00,0.221
2026-06-06 05:45:00,0.2831
2026-06-06 06:00:00,0.3261
2026-06-06 06:15:00,0.4847
2026-06-06 06:30:00,0.6675
2026-06-06 06:45:00,0.8567
2026-06-06 07:00:00,1.0764
2026-06-06 07:15:00,1.1847
2026-06-06 07:30:00,1.1334
2026-06-06 07:45:00,1.0335
2026-06-06 08:00:00,0.8832
2026-06-06 08:15:00,0.6959
2026-06-06 08:30:00,0.5633
2026-06-06 08:45:00,0.4266
2026-06-06 09:00:00,0.2625
2026-06-06 09:15:00,0.2247
2026-06-06 09:30:00,0.1996
2026-06-06 09:45:00,0.1862
2026-06-06 10:00:00,0.2543
2026-06-06 10:15:00,0.2525
2026-06-06 10:30:00,0.2269
2026-06-06 10:45:00,0.2568
2026-06-06 11:00:00,0.2781
2026-06-06 11:15:00,0.3181
2026-06-06 11:30:00,0.4109
2026-06-06 11:45:00,0.4197
2026-06-06 12:00:00,0.3965
2026-06-06 12:15:00,0.4319
2026-06-06 12:30:00,0.4674
2026-06-06 12:45:00,0.4723
2026-06-06 13:00:00,0.5568
2026-06-06 13:15:00,0.5828
2026-06-06 13:30:00,0.5156
2026-06-06 13:45:00,0.5235
2026-06-06 14:00:00,0.5293
2026-06-06 14:15:00,0.5237
2026-06-06 14:30:00,0.578
2026-06-06 14:45:00,0.5609
2026-06-06 15:00:00,0.4767
2026-06-06 15:15:00,0.4748
2026-06-06 15:30:00,0.4513
2026-06-06 15:45:00,0.45
2026-06-06 16:00:00,0.4837
2026-06-06 16:15:00,0.4817
2026-06-06 16:30:00,0.441
2026-06-06 16:45:00,0.4585
2026-06-06 17:00:00,0.4821
2026-06-06 17:15:00,0.5022
2026-06-06 17:30:00,0.6125
2026-06-06 17:45:00,0.6459
2026-06-06 18:00:00,0.6419
2026-06-06 18:15:00,0.6679
2026-06-06 18:30:00,0.7152
2026-06-06 18:45:00,0.9358
2026-06-06 19:00:00,1.8693
2026-06-06 19:15:00,1.8822
2026-06-06 19:30:00,0.8854
2026-06-06 19:45:00,0.6118
2026-06-06 20:00:00,0.5589
2026-06-06 20:15:00,0.4881
2026-06-06 20:30:00,0.6669
2026-06-06 20:45:00,1.3187
2026-06-06 21:00:00,0.9164
2026-06-06 21:15:00,0.3164
2026-06-06 21:30:00,0.2082
2026-06-06 21:45:00,0.1756
2026-06-06 22:00:00,0.2175
2026-06-06 22:15:00,0.1834
2026-06-06 22:30:00,0.1065
2026-06-06 22:45:00,0.1243
2026-06-06 23:00:00,0.1247
2026-06-06 23:15:00,0.1015
2026-06-06 23:30:00,0.1441
2026-06-06 23:45:00,0.1535
2026-06-07 00:00:00,0.0873
2026-06-07 00:15:00,0.0998
2026-06-07 00:30:00,0.0962
2026-06-07 00:45:00,0.1657
2026-06-07 01:00:00,0.1524
2026-06-07 01:15:00,0.1097
2026-06-07 01:30:00,0.0915
2026-06-07 01:45:00,0.1026
2026-06-07 02:00:00,0.1008
2026-06-07 02:15:00,0.1479
2026-06-07 02:30:00,0.1547
2026-06-07 02:45:00,0.1067
2026-06-07 03:00:00,0.0966
2026-06-07 03:15:00,0.0876
2026-06-07 03:30:00,0.0988
2026-06-07 03:45:00,0.1482
2026-06-07 04:00:00,0.1529
2026-06-07 04:15:00,0.1024
2026-06-07 04:30:00,0.0981
2026-06-07 04:45:00,0.1122
2026-06-07 05:00:00,0.152
2026-06-07 05:15:00,0.2447
2026-06-07 05:30:00,0.2987
2026-06-07 05:45:00,0.3558
2026-06-07 06:00:00,0.4559
2026-06-07 06:15:00,0.5492
2026-06-07 06:30:00,0.6193
2026-06-07 06:45:00,0.718
2026-06-07 07:00:00,0.6928
2026-06-07 07:15:00,0.5845
2026-06-07 07:30:00,0.4788
2026-06-07 07:45:00,0.3819
2026-06-07 08:00:00,0.2959
2026-06-07 08:15:00,0.2987
2026-06-07 08:30:00,0.2639
2026-06-07 08:45:00,0.2006
2026-06-07 09:00:00,0.1913
2026-06-07 09:15:00,0.2042
2026-06-07 09:30:00,0.2225
2026-06-07 09:45:00,0.3084
2026-06-07 10:00:00,0.3387
2026-06-07 10:15:00,0.2988
2026-06-07 10:30:00,0.3283
2026-06-07 10:45:00,0.3633
2026-06-07 11:00:00,0.3898
2026-06-07 11:15:00,0.482
2026-06-07 11:30:00,0.4889
2026-06-07 11:45:00,0.4689
2026-06-07 12:00:00,0.4914
2026-06-07 12:15:00,0.4993
2026-06-07 12:30:00,0.5215
2026-06-07 12:45:00,0.5848
2026-06-07 13:00:00,0.592
2026-06-07 13:15:00,0.5426
2026-06-07 13:30:00,0.525
2026-06-07 13:45:00,0.5059
2026-06-07 14:00:00,0.4938
2026-06-07 14:15:00,0.5334
2026-06-07 14:30:00,0.4944
2026-06-07 14:45:00,0.4122
2026-06-07 15:00:00,0.393
2026-06-07 15:15:00,0.3589
2026-06-07 15:30:00,0.3368
2026-06-07 15:45:00,0.3619
2026-06-07 16:00:00,0.345
2026-06-07 16:15:00,0.2623
2026-06-07 16:30:00,0.2597
2026-06-07 16:45:00,0.2577
2026-06-07 17:00:00,0.2609
2026-06-07 17:15:00,0.3354
2026-06-07 17:30:00,0.3856
2026-06-07 17:45:00,0.373
2026-06-07 18:00:00,0.4309
2026-06-07 18:15:00,0.512
2026-06-07 18:30:00,0.6896
2026-06-07 18:45:00,1.4122
2026-06-07 19:00:00,1.5827
2026-06-07 19:15:00,0.9475
2026-06-07 19:30:00,0.8929
2026-06-07 19:45:00,0.9149
2026-06-07 20:00:00,0.9268
2026-06-07 20:15:00,0.9884
2026-06-07 20:30:00,1.3838
2026-06-07 20:45:00,1.6839
2026-06-07 21:00:00,0.9615
2026-06-07 21:15:00,0.6504
2026-06-07 21:30:00,0.5475
2026-06-07 21:45:00,0.5195
2026-06-07 22:00:00,0.44
2026-06-07 22:15:00,0.3205
2026-06-07 22:30:00,0.2634
2026-06-07 22:45:00,0.2015
2026-06-07 23:00:00,0.1622
2026-06-07 23:15:00,0.2125
2026-06-07 23:30:00,0.1953
2026-06-07 23:45:00,0.1132
2026-06-08 00:00:00,0.1276
2026-06-08 00:15:00,0.0903
2026-06-08 00:30:00,0.089
2026-06-08 00:45:00,0.0879
2026-06-08 01:00:00,0.0925
2026-06-08 01:15:00,0.1364
2026-06-08 01:30:00,0.137
2026-06-08 01:45:00,0.089
2026-06-08 02:00:00,0.0873
2026-06-08 02:15:00,0.0752
2026-06-08 02:30:00,0.0859
2026-06-08 02:45:00,0.1297
2026-06-08 03:00:00,0.1255
2026-06-08 03:15:00,0.095
2026-06-08 03:30:00,0.0952
2026-06-08 03:45:00,0.0931
2026-06-08 04:00:00,0.0868
2026-06-08 04:15:00,0.1405
2026-06-08 04:30:00,0.133
2026-06-08 04:45:00,0.0869
2026-06-08 05:00:00,0.0802
2026-06-08 05:15:00,0.0908
2026-06-08 05:30:00,0.094
2026-06-08 05:45:00,0.1453
2026-06-08 06:00:00,0.1759
2026-06-08 06:15:00,0.1704
2026-06-08 06:30:00,0.2485
2026-06-08 06:45:00,0.3385
2026-06-08 07:00:00,0.4503
2026-06-08 07:15:00,0.6211
2026-06-08 07:30:00,0.7223
2026-06-08 07:45:00,0.731
2026-06-08 08:00:00,0.7231
2026-06-08 08:15:00,0.6658
2026-06-08 08:30:00,0.5572
2026-06-08 08:45:00,0.4792
2026-06-08 09:00:00,0.3739
2026-06-08 09:15:00,0.2331
2026-06-08 09:30:00,0.1558
2026-06-08 09:45:00,0.1252
2026-06-08 10:00:00,0.1095
2026-06-08 10:15:00,0.1465
2026-06-08 10:30:00,0.1415
2026-06-08 10:45:00,0.0866
2026-06-08 11:00:00,0.0809
2026-06-08 11:15:00,0.0793
2026-06-08 11:30:00,0.0874
2026-06-08 11:45:00,0.135
2026-06-08 12:00:00,0.1401
2026-06-08 12:15:00,0.0916
2026-06-08 12:30:00,0.0846
2026-06-08 12:45:00,0.0783
2026-06-08 13:00:00,0.0836
2026-06-08 13:15:00,0.1341
2026-06-08 13:30:00,0.1317
2026-06-08 13:45:00,0.0822
2026-06-08 14:00:00,0.087
2026-06-08 14:15:00,0.0828
2026-06-08 14:30:00,0.0824
2026-06-08 14:45:00,0.1358
2026-06-08 15:00:00,0.1327
2026-06-08 15:15:00,0.0906
2026-06-08 15:30:00,0.0936
2026-06-08 15:45:00,0.09
2026-06-08 16:00:00,0.1005
2026-06-08 16:15:00,0.169
2026-06-08 16:30:00,0.1686
2026-06-08 16:45:00,0.1356
2026-06-08 17:00:00,0.1634
2026-06-08 17:15:00,0.2077
2026-06-08 17:30:00,0.2486
2026-06-08 17:45:00,0.343
2026-06-08 18:00:00,0.4085
2026-06-08 18:15:00,0.5354
2026-06-08 18:30:00,1.1174
2026-06-08 18:45:00,0.9929
2026-06-08 19:00:00,1.0738
2026-06-08 19:15:00,1.4202
2026-06-08 19:30:00,0.8357
2026-06-08 19:45:00,0.6092
2026-06-08 20:00:00,0.5906
2026-06-08 20:15:00,0.5701
2026-06-08 20:30:00,0.5297
2026-06-08 20:45:00,0.5135
2026-06-08 21:00:00,0.4705
2026-06-08 21:15:00,0.356
2026-06-08 21:30:00,0.3121
2026-06-08 21:45:00,0.2531
2026-06-08 22:00:00,0.2126
2026-06-08 22:15:00,0.227
2026-06-08 22:30:00,0.2159
2026-06-08 22:45:00,0.1346
2026-06-08 23:00:00,0.1107
2026-06-08 23:15:00,0.1097
2026-06-08 23:30:00,0.095
2026-06-08 23:45:00,0.1371
2026-06-09 00:00:00,0.1293
2026-06-09 00:15:00,0.1301
2026-06-09 00:30:00,0.1258
2026-06-09 00:45:00,0.0879
2026-06-09 01:00:00,0.0759
2026-06-09 01:15:00,0.0811
2026-06-09 01:30:00,0.1264
2026-06-09 01:45:00,0.1294
2026-06-09 02:00:00,0.1312
2026-06-09 02:15:00,0.0777
2026-06-09 02:30:00,0.0873
2026-06-09 02:45:00,0.0837
